課碼,系所,課程標題,授課教師,課程類型,學分數,上課地點,上課時間,選課方法,授課方法,課程連結,課程概述,選課狀況-名額,選課狀況-選上人數,選課狀況-剩餘名額,選課狀況-已登記
2148,食品科學系,東海課程-食品科學系食品加工（二）(徐詮亮/邱致穎/何若瑄老師1132-2148) ,徐詮亮,必修課,0-3,AG101,二/7,,,https://course.thu.edu.tw/view/113/2/2148,"介紹各種加工與保存的技術將農，畜，水產的原料製成方便食用的產品,並探討加工過程中品質的變化,分析糧食資源的利用以及討論自然環境的關係。", 70,43            ,27,
2149,食品科學系,東海課程-食品科學系食品加工實驗（二）(徐詮亮/邱致穎/何若瑄老師1132-2149) ,徐詮亮,必修課,0-1,FPPP115,"四/6,7,8",,,https://course.thu.edu.tw/view/113/2/2149,"食品加工實驗係在驗證理論與實際整合學習最有效的方法之一。學生可從認識材料，進而暸解食品加工程序、貯藏、品管等一系列的知識與技術。
　　配合食品加工課程，結合理論與實務，親自體驗各種不同單元食品的生產製作過程(肉品加工、膠體應用、種子類加工食品、乳品加工、蛋品加工、水產品加工等)，且透過課程中實際操作/接觸中小型設備(如炒食機、擂饋機、乳化細切機、製麵機、霜淇淋機等)，暸解食品工廠的設備之操作原理及生產製造流程。
　　食加實驗並非烹飪課，不僅要學習操作的方法與結果的確認，對於食品本身成分的變化、原理及其應用都要有詳細的瞭解與掌握，以培養日後關於品質改進、自動化生產或新產品開發的能力，協助業者改善製程、提昇品質、降低成本及開發市場。", 50,41            ,9,
2150,食品科學系,東海課程-食品科學系食品衛生安全與法規(梁志弘老師1132-2150) ,梁志弘,必修課,0-2,AG101,"五/1,2",,,https://course.thu.edu.tw/view/113/2/2150,"除了讓學生了解食品衛生安全與法規之重要性外,並讓學生了解食物中有害物質之來源,包括中毒微生物、動植物天然毒素、黴菌毒素、食品加工衍生之有害物質、環境汙染物及包裝溶出物等；此外,亦讓學生了解新食品衛生安全法規之內容。", 70,43            ,27,
2151,食品科學系,東海課程-食品科學系分析化學(劉建忠老師1132-2151) ,劉建忠,必修課,0-3,AG104,"一/2,3",,,https://course.thu.edu.tw/view/113/2/2151,介紹傳統定量分析化學方法及化學方程式的平衡計算。使學生能夠熟悉基本的化學分析原理，並配合實驗課程的實際操作，達到學以致用的學習目標。本課程首先以2週的時間，說明正確的化學實驗數據處理方式及實驗誤差的探討；再以9週的時間，介紹傳統的分析化學技術，包括重量分析法、體積滴定法、酸鹼中和法、錯合反應法及氧化還原法；最後，以3週的時間，解說化學方程式中平衡常數的計算方式。, 70,43            ,27,
2152,食品科學系,東海課程-食品科學系分析化學實驗(劉建忠老師1132-2152) ,劉建忠,必修課,0-1,BS602,"一/6,7,8",,,https://course.thu.edu.tw/view/113/2/2152,學生可以由傳統的定量分析化學實驗中，學習實用的分析技術與處理實驗數據的能力。實際操作十個分析化學實驗，包括以重量分析法分析鋼鐵中鎳含量、體積滴定法、以酸鹼中和法進行水溶液的滴定、以pH測量儀進行電位分析、以錯合反應法進行EDTA的滴定、硝酸銀的沉澱分析、分析礦石中銅含量、維生素C的分析、以電位法分析礦石中鐵含量、以光譜技術分析鋼鐵中錳含量及混合物的分析。, 50,42            ,8,
2153,食品科學系,東海課程-食品科學系生物化學（一）(盧錫祺/謝陸盛老師1132-2153) ,謝陸盛,必修課,0-3,AG101,"四/5,6",,,https://course.thu.edu.tw/view/113/2/2153,講授核酸、蛋白質、醣類、和脂質等生物分子的化學與物理性質，以及酵素化學原理，藉此奠定學生生物化學的基礎，以便進階學習生化代謝、核酸化學、分子生物、生物技術、營養學等課程。生物化學承接有機化學與普通生物學與遺傳學等基礎，為往後延伸至食品科學各專業科目，以及如分子生物學、細胞生物學等生命科學領域擔任關鍵之樞紐。本課程以一學期為規劃，期望修習者能在這課程內掌握各生物分子的結構、功能、交互作用與調控，並能與各種生命現象包含疾病等產生關連，了解其本質。, 70,58            ,12,
2154,食品科學系,東海課程-食品科學系食品加工（二）(徐詮亮/邱致穎/何若瑄老師1132-2154) ,邱致穎,必修課,0-3,AG104,二/8,,,https://course.thu.edu.tw/view/113/2/2154,"介紹各種加工與保存的技術將農，畜，水產的原料製成方便食用的產品,並探討加工過程中品質的變化,分析糧食資源的利用以及討論自然環境的關係。", 70,56            ,14,
2155,食品科學系,東海課程-食品科學系食品加工實驗（二）(徐詮亮/邱致穎/何若瑄老師1132-2155) ,何若瑄,必修課,0-1,FPPP115,"三/6,7,8",,,https://course.thu.edu.tw/view/113/2/2155,"介紹各種加工與保存的技術將農，畜，水產的原料製成方便食用的產品,並探討加工過程中品質的變化,分析糧食資源的利用以及討論自然環境的關係。", 50,45            ,5,
2156,食品科學系,東海課程-食品科學系食品衛生安全與法規(梁志弘老師1132-2156) ,梁志弘,必修課,0-2,AG101,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2156,"除了讓學生了解食品衛生安全與法規之重要性外,並讓學生了解食物中有害物質之來源,包括中毒微生物、動植物天然毒素、黴菌毒素、食品加工衍生之有害物質、環境汙染物及包裝溶出物等；此外,亦讓學生了解新食品衛生安全法規之內容。", 70,43            ,27,
2157,食品科學系,東海課程-食品科學系食品工程(徐詮亮老師1132-2157) ,徐詮亮,必修課,2-2,AG104,"五/7,8",,,https://course.thu.edu.tw/view/113/2/2157,"Upon successful completion of this course, students should be able to:
(1) apply basic engineering mathematics concepts,
(2) utilize appropriate food engineering in the food industry.Overview of General Engineering Mathematics for Food Engineering;
Introduction to the Fundamental of Food Engineering", 70,55            ,15,
2158,食品科學系,東海課程-食品科學系食品分析(梁志弘/陳永如老師1132-2158) ,陳永如,必修課,0-3,AG204,一/3,,,https://course.thu.edu.tw/view/113/2/2158,"讓學生了解食品分析之重要性,並學習所有營養標示成分的分析方法及原理；另亦讓學生學習分析方法所應用之儀器、工具及其學理；最後學習數據之處理與分析。", 70,54            ,16,
2159,食品科學系,東海課程-食品科學系食品分析實驗(梁志弘老師1132-2159) ,梁志弘,必修課,0-1,AG216,"三/6,7",,,https://course.thu.edu.tw/view/113/2/2159,使學生明瞭食品分析原理及培養檢驗分析的能力；包含實驗室安全教育、食品分析實驗使用之器具、一般食品成分分析項目如水分、灰分、粗蛋白及粗脂肪之測定，且進行特殊成分如脂肪酸、亞硝酸鹽、酸性色素和果汁中醣類成分分析等之實驗操作，使學生與基礎食品分析正課課程互相配合，對課程具有相輔相成的效果。, 50,41            ,9,
2160,食品科學系,東海課程-食品科學系食品化學(何若瑄老師1132-2160) ,何若瑄,必修課,0-3,AG101,"一/4,四/1,2",,,https://course.thu.edu.tw/view/113/2/2160,"1.課程目標 (Course Objectives):應用有機、分析、生物及物理化學以探討食品組成份及其加工儲藏過程中之變化。
2.課程內涵 (Course Contents):使學生能將化學原理應用於食品系統中，從了解食品組成份及其加工、儲藏、運輸過程中之化學變化，進而確保產品品質、營養及安全，以奠定生產、品管、及研發的基礎能力，並透過食品成份的定性與定量方法之傳授，亦奠定食品檢驗分析的基礎能力。", 70,49            ,21,
2161,食品科學系,東海課程-食品科學系食品創新實務（一）(陳乃華/何若瑄/陳立賢老師1132-2161) ,陳立賢,必修課,0-1,AG103,"一/5,6",,,https://course.thu.edu.tw/view/113/2/2161,透過課程中講述與討論，課後的資料搜尋與閱讀，逐步淬鍊出該組創新議題與方向。課程設計包含「市場分析」、「產品創新」、「食品安全」、「生產製程與設備規劃」及「產品營銷分析」五部分。首先，透由市場分析訓練，開啟同學資料判讀、市場需求預測等技巧。其次，則結合「新產品開發」觀點與技巧，訓練同學新產品開發的構想、加工流程設計，以及規劃生產製程等技能。最後，確認新產品之開發方向與市場概念後，則進行產品定位、價格、通路、促銷策略，以及財務評估等營銷分析的整體性應用學習。簡言之，食品創新實務主要是訓練學生統整過去所學的基礎 及專業知識，瞭解當代消費市場的產品趨勢及商業模式，嘗試開發新的產品、技術創新或新創行銷模式，期能學用合一，強化職場競爭力。, 40,27            ,13,
2162,食品科學系,東海課程-食品科學系食品工程(徐詮亮老師1132-2162) ,徐詮亮,必修課,2-2,AG122,"三/7,8",,,https://course.thu.edu.tw/view/113/2/2162,"Upon successful completion of this course, students should be able to:
(1) apply basic engineering mathematics concepts,
(2) utilize appropriate food engineering in the food industry.Overview of General Engineering Mathematics for Food Engineering;
Introduction to the Fundamental of Food Engineering", 70,39            ,31,
2163,食品科學系,東海課程-食品科學系食品分析(梁志弘/陳永如老師1132-2163) ,梁志弘,必修課,0-3,AG204,一/4,,,https://course.thu.edu.tw/view/113/2/2163,"讓學生了解食品分析之重要性,並學習所有營養標示成分的分析方法及原理；另亦讓學生學習分析方法所應用之儀器、工具及其學理；最後學習數據之處理與分析。", 70,35            ,35,
2164,食品科學系,東海課程-食品科學系食品分析實驗(陳永如老師1132-2164) ,陳永如,必修課,0-1,AG216,"二/6,7",,,https://course.thu.edu.tw/view/113/2/2164,使學生明瞭食品分析原理及培養檢驗分析的能力；包含實驗室安全教育、食品分析實驗使用之器具、一般食品成分分析項目如水分、灰分、粗蛋白及粗脂肪之測定，且進行特殊成分如脂肪酸、亞硝酸鹽、酸性色素和果汁中醣類成分分析等之實驗操作，使學生與基礎食品分析正課課程互相配合，對課程具有相輔相成的效果。, 50,35            ,15,
2165,食品科學系,東海課程-食品科學系食品化學(何若瑄老師1132-2165) ,何若瑄,必修課,0-3,AG101,"一/3,四/3,4",,,https://course.thu.edu.tw/view/113/2/2165,"1.課程目標 (Course Objectives):應用有機、分析、生物及物理化學以探討食品組成份及其加工儲藏過程中之變化。
2.課程內涵 (Course Contents):使學生能將化學原理應用於食品系統中，從了解食品組成份及其加工、儲藏、運輸過程中之化學變化，進而確保產品品質、營養及安全，以奠定生產、品管、及研發的基礎能力，並透過食品成份的定性與定量方法之傳授，亦奠定食品檢驗分析的基礎能力。", 70,35            ,35,
2166,食品科學系,東海課程-食品科學系食品創新實務（一）(陳乃華/徐詮亮/邱致穎老師1132-2166) ,邱致穎,必修課,0-1,AG106,"一/5,6",,,https://course.thu.edu.tw/view/113/2/2166,"本課程主要是訓練同學從尋找主題、蒐集資料、分析與整理資料、瞭解資料內容、製作演講投影片、上台發表、接受提問、回答問題及撰寫報告等一序列的研究過程。
課程主要目標是:
（1）訓練、指導學生從事研究的方法，並且藉由口語表達報告的訓練。
（2）學生可以廣泛吸收最新的產業界動向與趨勢，放寬自我的研究視野。
（3）引領學生閱讀，並給予適切的指導，提升對於食品產業的整體規劃能力。
（4）強化學生對於運用資料、融合整理、比較研究等的能力。
（5）訓練學生進行專題研究與報告，以適應未來的就業或是研究深造時的需求。
（6）指導學生撰寫學術性報告與論文。（1）研究方法的訓練與指導
（2）口語與文字表達的訓練
（3）食品產業界動向與趨勢的觀察
（4）運用資料、融合整理、比較研究的能力訓練
（5）食品產業的整體規劃能力
（6）執行專題研究與報告的訓練", 40,31            ,9,
2167,食品科學系,東海課程-食品科學系專題研究（一）(梁志弘/盧錫祺/劉佳怡/邱致穎/徐雅甄/謝陸盛/陳永如/陳立賢/陳乃華老師1132-2167) ,陳永如,必修課,0-2,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/2167,專題研究使學生將平日所習課程知識與實際經驗互相參證，習得食品科技、食品生物技術或食品相關產業管理等之學識與相關技能。本學期預計完成完成主題探索、方法學掌握、關鍵技術觀摩演練、書面與口頭表達訓練。, 40,22            ,18,
2168,食品科學系,東海課程-食品科學系專題討論(江文德老師1132-2168) ,江文德,必修課,0-1,AG102,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2168,指導學生資料搜尋、選定報告題目、閱讀文獻方法、撰寫報告等，以訓練學生上台報告的能力為主，包括服裝儀容、資料整理、投影片製作、時間管控、台風展現、口語表達技巧、圖表解說以及問題回答等, 20,20            ,0,
2169,食品科學系,東海課程-食品科學系專題討論(邱致穎老師1132-2169) ,邱致穎,必修課,0-1,AG103,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2169,訓練、指導學生閱讀科學文獻、書寫閱讀報告以及口語表達技巧, 20,20            ,0,
2170,食品科學系,東海課程-食品科學系專題討論(陳永如老師1132-2170) ,陳永如,必修課,0-1,AG122,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2170,訓練、指導學生閱讀科學文獻、書寫閱讀報告以及口語表達技巧, 20,21            ,-1,
2171,食品科學系,東海課程-食品科學系專題討論(陳乃華/劉佳怡/徐雅甄老師1132-2171) ,陳乃華,必修課,0-1,AG205,"四/7,8",,,https://course.thu.edu.tw/view/113/2/2171,指導學生資料搜尋、選定報告題目、閱讀文獻方法、撰寫報告等，以訓練學生上台報告的能力為主，包括服裝儀容、資料整理、投影片製作、時間管控、台風展現、口語表達技巧、圖表解說以及問題回答等, 15,17            ,-2,
2172,食品科學系,東海課程-食品科學系食品流通學概論(王翊和老師1132-2172) ,王翊和,選修課,0-3,C214,"四/5,6,7",,,https://course.thu.edu.tw/view/113/2/2172,本課程乃有系統地探討食品安全與冷鏈管理理論及其應用，強調重要觀念的解析，並將複雜的作業流程及營運模式，以生動活潑、易於明瞭的彩色流程圖，搭配系統文字說明與呈現，有助於同學瞭解食品安全與冷鏈管理整體的營運範疇、工作項目及管理重點，培養同學未來從事食品或食材採購、衛生安全管理、行銷貿易、食品流通、冷鏈物流、餐飲門市服務等相關工作的知識與能力。, 35,71            ,-36,
2173,食品科學系,東海課程-食品科學系食品科技基礎物理(徐詮亮老師1132-2173) ,徐詮亮,選修課,0-3,AG203,"一/3,4",,,https://course.thu.edu.tw/view/113/2/2173,使學生瞭解並熟悉基礎物理學及其在食品科技之相關應用，主要內容包括：力學、熱力學，及其在食品科技之相關應用，例如：基礎物理在食品加工工程之應用及食品物理性質之分析與測定。, 35,45            ,-10,
2174,食品科學系,東海課程-食品科學系食品專業英文(謝陸盛/陳永如老師1132-2174) ,謝陸盛,選修課,0-2,H304,"二/6,7",,,https://course.thu.edu.tw/view/113/2/2174,提升學生們對食科專業英文相關詞彙的認識與應用，以增進專業課程英文類參考書籍與文獻的閱讀能力。, 95,96            ,-1,
2175,食品科學系,東海課程-食品科學系經濟學(陳佩綺老師1132-2175) ,陳佩綺,選修課,0-3,AG103,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/2175,經濟學入門課程，課程涵蓋個體經濟與總體經濟學。旨在培養建立經濟思考方式，暸解經濟體系基本運作架構以及政策與經濟體系之的因果關係。藉由過去百年的課程內經濟運作實際記錄影片，開啟學生對於經濟的範圍與影響有初步的理解，在藉由課程內容的介紹，作業資料的搜尋與整理，希望能提供同學的基本經濟的概念，同時，也為日後同學修習的「消費者行為」以及「產業經濟學」的先修課程。, 35,43            ,-8,
2176,食品科學系,東海課程-食品科學系機能性食品(吳秋曄老師1132-2176) ,吳秋曄,選修課,0-2,AG103,"二/3,4",,,https://course.thu.edu.tw/view/113/2/2176,讓修課學生學習、瞭解並應用食品原料開發各種具保健功效之機能性健康食品，並符合健康食品法規，且對國際保健食品市場之認識。教授國內外機能性健康食品法規、功能評估方法、食物中各種具保健功效之活性成分及作用機轉，並具備開發健康食品之能力。, 35,40            ,-5,
2177,食品科學系,東海課程-食品科學系免疫與食品安全(盧錫祺老師1132-2177) ,盧錫祺,選修課,0-2,AG104,"四/3,4",,,https://course.thu.edu.tw/view/113/2/2177,免疫學與微生物學、營養學、細胞生物學、神經內分泌學，乃至於分子生物學都有密切之關連。因內容龐大複雜，在沒有導引性課程之下，初習者容易望之卻步。本課程以食品科學系或其他生命科學相關科系大二以上學生為對象，嘗試以建構在普通生物學的基礎上深入淺出方式帶領修習者進入免疫生物學的奧妙殿堂，除瞭解免疫機制之各部運作原理，也能初步瞭解免疫系統與身體其他系統之交互關係，以及環境因子如食物、壓力、疾病等對於系統之影響。授課內容包含：1.免疫系統成員/扮演角色與免疫基本概念 2.先天免疫系統 3.發炎反應 4.抗原呈現 5.後天免疫系統 6.過敏反應 7.免疫調節 8.先天及後天免疫疾病, 35,48            ,-13,
2178,食品科學系,東海課程-食品科學系食品風險評估(梁志弘/林宏諭老師1132-2178) ,梁志弘,選修課,0-2,AG122,"二/3,4",,,https://course.thu.edu.tw/view/113/2/2178,使學生了解如何進行食品風險評估，包括了解風險評估的四個分析步驟，分別為危害物質鑑定、危害特徵描述、暴露評估及風險特徵描述，其中危害物質鑑定，係能辨識食品中對健康造成負面影響之生物性、物理性及化學性因子；危害特徵描述係針對可能造成不良健康效應之因子，進行定性或定量評估，例如經由劑量-反應評估，評估每日容許攝取量、每日容忍攝取量或致癌風險；暴露評估係經由食物攝取量，評估遭受危害因子的可能暴露量；風險特徵描述則就上述步驟的結果，彙整估算風險。此外，本課程另以實際案例作為教學的範例及討論的對象，並輔以目前常用之食品風險評估軟體，使學生能充分熟悉風險分析的執行方式，讓學生能掌握食品風險評估的重點。, 35,50            ,-15,
2179,食品科學系,東海課程-食品科學系食品風險管理(劉佳怡老師1132-2179) ,劉佳怡,選修課,0-2,AG203,"五/3,4",,,https://course.thu.edu.tw/view/113/2/2179,"風險是指在某一特定環境下，發生財務、健康，以及認知上損害的可能性。而風險管理則需透由辨識、衡量與分析風險來源，方可選擇有效的管理方式來減緩風險(FAO)。針對近年來多起食品風險事件下，多數食品風險管理乃聚焦於毒性物質的科學評估分析下，利益關係人對於發生可能性、危害性之溝通與協調過程。然而，消費者所面臨的食品風險，不僅來自於不當生產過程中所自然產生的毒性物質下的衛生安全問題，更多的時候，是來自於｢工業化效率導向的產業結構｣，以及｢商業化的企業行為｣所造成的詐欺問題。本課程以寬廣的角度，分別由食品「產業」與「企業」層面詮釋食品風險來源，並結合實務業者之經驗分享、參訪與個案討論，了解現階段減緩源自「企業」與「產業」風險之各種管理機制。
授課模式:
 授課資料：提供投影片與書面參考資料。
 授課方式：影片、情境討論、桌遊等互動。
 實務演練：小組課堂演練與課後報告實作。
 實務連結：業者實務經驗分享與參訪。
授課目標:
 本課程透過講授、與討論的多元教學方式，強化同學的課程參與。透過討論的參與學習方式，期待可強化對於課程內容的理解。
 本課程期待透過互動式討論方式，以食品安全風險情境為主，建構同學分析食品安全事件原委的觀點、提出可能解決方式。", 30,25            ,5,
2180,食品科學系,東海課程-食品科學系食品消費者行為(陳乃華老師1132-2180) ,陳乃華,選修課,0-3,C112,"五/5,6,7",,,https://course.thu.edu.tw/view/113/2/2180,本課程的目標是要針對食品系學生以理論與實務並重的方式，深入探討消費者的內在心理與外在行為，以執行有用的消費者分析並發展有效的行銷策略，透過實際應用與個案討論，深入瞭解消費者於實務上的決策行為，同時在課程中亦結合數位媒體提出有效與即時之行銷規劃策略。, 35,57            ,-22,
2181,食品科學系,東海課程-食品科學系食品添加物(李丹昂老師1132-2181) ,李丹昂,選修課,0-2,AG101,"五/3,4",,,https://course.thu.edu.tw/view/113/2/2181,"1.以法規為基礎，闡述食品加工時所使用的食品添加物種類與特徵，例如防止食品於保存期間不受生物或化學反應而發生腐敗, 改善食品品質(即食品質地、 色香味、 營養、 熱量等)及改變食品的外觀、口感與風味的原理與應用。 
2.食品添加物的添加與食品成分如何產生效果之生物或化學反應，及負面之影響。
3.以過往發生的食安案例分析，介紹常見的違法添加在食品中的化學物質。
4.工廠的食品添加物的管理。
5.上述四點，以「實際案例」做為介紹，使同學更能將食品添加物的學習融入自身的生活中，對其將來就業或深造有更好的應用。
6.世界主要國家及聯合國官方的食品添加物規範，學習查詢及使用法規大數據資料庫。", 35,31            ,4,
2182,食品科學系,東海課程-食品科學系智慧化食品生產管理與實作(徐雅甄老師1132-2182) ,徐雅甄,選修課,0-3,H122,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/2182,本課程以麵包生產、烘焙程序、原物料、品質等面向，於烘焙生產製程中置入智慧化生產及監控等技術，包含原物料之管理與產品品質管控等，課程中介紹應用數據系統預測原料配方比例對麵包整體口感及品質之影響以及烘烤影像對麵包產品品質特性之關係，並配合目前巿場現有技術之應用於課程中之烘焙實作，結合相關智慧化分析軟體之電腦實作以達到產品品質之穩定生產，最終希望提昇本系學生日後就業可應用智慧化生產模式之能力，成為未來研發管理人才。, 35,27            ,8,
2183,食品科學系,東海課程-食品科學系糧食消費趨勢 (顏文義老師1132-2183) ,顏文義,選修課,0-2,AG102,"三/3,4",,,https://course.thu.edu.tw/view/113/2/2183,建立正確的消費灣念，認識食品工業與一般民眾的關係，瞭解消費習性對農業和糧食資源的影響，培養學生對飲食習性與食品產銷的自我管理。, 35,39            ,-4,
2184,食品科學系,東海課程-食品科學系分子生物學(盧錫祺老師1132-2184) ,盧錫祺,選修課,0-3,AG121,"一/2,二/3,4",,,https://course.thu.edu.tw/view/113/2/2184,學習基礎核酸化學、基因的複製轉錄轉譯、基因的表現與調控、基因體學概念，以及基因操作技術原理，奠定未來從事生物技術研究或工作的基礎。, 35,13            ,22,
2185,食品科學系,東海課程-食品科學系食品口語日文(何若瑄老師1132-2185) ,何若瑄,選修課,0-2,AG122,"五/3,4",,,https://course.thu.edu.tw/view/113/2/2185,提升學生們對食科專業日文相關詞彙的認識與應用，以增進專業課程日文類參考書籍與文獻的閱讀能力。使學生能將食品相關的詞彙有系統的背誦，並透過專業文獻日文的朗讀或專業內容與課程模組活動等強化其學習成效，亦奠定食品相關資訊蒐尋、口語表達及聽力專業的能力。, 35,12            ,23,
2186,食品科學系,東海課程-食品科學系食品安全管制系統(邱致穎老師1132-2186) ,邱致穎,選修課,0-2,AG102,"四/5,6",,,https://course.thu.edu.tw/view/113/2/2186,"1.了解食品工廠組織、管理制度與硬體設計規劃
2.學習食品安全管制系統、並能撰寫食品安全管制計畫
3.研讀食品衛生安全管理知識，並學習食品產業鏈管理制度", 35,19            ,16,
2187,食品科學系,東海課程-食品科學系食品品質管制(李丹昂老師1132-2187) ,李丹昂,選修課,0-2,AG101,"五/5,6",,,https://course.thu.edu.tw/view/113/2/2187,闡述品質管制的大方向定義及範圍，進一步的讓同學聚焦於食品專業的品質管制，介紹品質管制實際於產業之應用，包括品質管制七大手法(Q7)與新七大手法(NQ7)、食品原料及成品抽樣檢驗方式、管制圖、品管圈(QCC)等。並以管制圖與普遍在食品業界的QC工程圖進行實務之案例演練，闡述目前用於業界的線上即時檢驗技術，用來達成自動化品管，同時企業也導入智慧化管理與企業資源整合系統(ERP)。修習本堂課程後，同學具備食品相關產業基本品質與衛生管理能力、認識智慧工廠的潮流趨勢，擺脫傳統的制式流程，邁向全面自動化世代之目標。, 35,38            ,-3,
2188,食品科學系,東海課程-食品科學系釀造學(邱致穎老師1132-2188) ,邱致穎,選修課,0-2,AG102,"一/8,9",,,https://course.thu.edu.tw/view/113/2/2188,釀造食品係將不同食品原料透過不同微生物之作用，產生具有特色之產品，不僅提高食品之貯藏性且增加消化性與營養性，也是一種常用的食品加工方法。本課程介紹各式釀造食品的原理及加工方法，常見釀造食品的種類與特性、使用的原料、加工製程及相關微生物的種類及特性等，並最後釀造成品進行產品製作或使用於課堂呈現。, 35,33            ,2,
2189,食品科學系,東海課程-食品科學系企業橋接實習－生產製程部門(邱致穎老師1132-2189) ,邱致穎,選修課,0-3,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/2189,"■ 課程目標 (Course Objectives)
介紹食品工業的型態及結構，使學生明瞭食品加工業生產製造部門的運作方式，基本管理內涵，管理單元，生產作業以及人力管理工 作,以期進入食品加工業的職場時, 能具有完整的認知與能力。
■ 課程內涵 (Course Contents)
介紹食品工業的型態及結構，解說食品加工業生產製造部門的運作方式，生產管理的單元，人力管理,品質管理,衛生安全的管理,以及食品加工業的研發.", 30,18            ,12,
2190,食品科學系,東海課程-食品科學系企業橋接實習－品保部門(劉佳怡老師1132-2190) ,劉佳怡,選修課,0-3,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/2190,使學生明瞭目前國內食品工廠執行品質管理之相關制度，使其對食品工廠品質管理有整體性的輪廓與進一步的瞭解。, 30,18            ,12,
2191,食品科學系,東海課程-食品科學系企業橋接實習－研發部門(陳立賢老師1132-2191) ,陳立賢,選修課,0-3,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/2191,介紹食品研發的本質及過程，使學習者明瞭食品產業研發部門的運作方式，掌握新產品由發想、資訊收集與評估、試做並分析、與產線溝通並完成製程設定，實際投產及產銷後回饋調整等完整歷程，養成未來於食品產業中直接投入研發或與研發部門合作之態度與能力。由食品產業現況及發展方向提供產品研發之創意及發想背景，進而提供新產品開發所需理論知識如何與現場實務整合，具體瞭解開發所需技術與方法步驟，研發部門的運作與其他單位協調，掌握運用官能品評、問卷統計分析工具，並探討相關專利等智慧財產權之保護。, 30,18            ,12,
2192,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2192,,,,,
2193,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2193,,,,,
2194,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2194,,,,,
2195,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2195,,,,,
2196,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2196,,,,,
2197,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2197,,,,,
2198,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2198,,,,,
2199,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2199,,,,,
2200,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2200,,,,,
2201,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2201,,,,,
2202,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2202,,,,,
2203,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2203,,,,,
2204,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2204,,,,,
2205,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2205,,,,,
2206,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2206,,,,,
2207,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2207,,,,,
2208,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2208,,,,,
2209,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2209,,,,,
2210,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2210,,,,,
2211,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/2211,,,,,
